code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
976,春晖股份,化纤,广东,100,5.87,15.96,449380,127193.22,37031.3,265489.78,1.66,0.08,2.29,4.09,2000/6/1,-67374.18,-0.42,114.65,1471.68,25.26,10.05,36000
2281,光迅科技,通信设备,湖北,53.62,2.06,2.1,481699.19,396634.47,69497.47,148766.8,7.1,1.36,13.52,5.39,2009/8/21,104330.93,4.98,29.79,17.15,21.9,7.02,12851
300301,长方集团,半导体,深圳,78.75,4.06,7.9,383644.13,179409.38,113237.2,114061.92,1.44,0.067,2.84,2.49,2012/3/21,28640.85,0.36,11.73,-15.74,25.41,4.68,24460
925,众合科技,专用机械,浙江,0,3.06,3.2,392990.69,211543.22,25642.76,95752,2.99,-0.082,3.73,6.32,1999/6/11,-8029.72,-0.25,-41.5,-427.68,26,-3.63,24743
2477,雏鹰农牧,农业综合,河南,15.71,19.65,31.35,1519921.25,800428.19,231636.66,54896.3,0.18,0.225,1.59,2.98,2010/9/15,116270.2,0.37,92.78,566.95,26.04,16.54,128611
99,中信海直,空运,深圳,83.58,6.06,6.06,489319.44,142076,313933.88,103327.21,1.7,0.142,4.68,2.53,2000/7/31,100122.75,1.65,-9.11,-49.28,19.15,7.33,64648
600695,绿庭投资,多元金融,上海,1310.94,3.66,7.11,116633.38,48510.73,6894.86,38475.9,0.54,0.005,0.95,10,1993/11/22,-77200.99,-1.09,-78.64,209.13,60.98,10.03,61629
600716,凤凰股份,区域地产,江苏,127.47,9.1,9.36,980283.5,896774.13,1321.62,147961.44,1.58,0.056,3.75,1.91,1996/7/2,94935.15,1.01,70.83,170.11,28.34,2.88,34679
600048,保利地产,全国地产,广东,11.92,107.6,118.58,43812876,41082888,306939.59,1481764,1.25,0.64,7.09,1.34,2006/7/31,5503962,4.64,37.45,9.9,30.13,8.16,254094
603019,中科曙光,电脑设备,天津,170.18,3.59,6.43,546683.31,341818.75,74195.15,156947.5,2.44,0.116,4.27,6.17,2014/11/6,48222.95,0.75,24.29,59.3,20.96,2.82,47091
300077,国民技术,半导体,深圳,79.97,5.38,5.64,329416.19,232031.16,1902.06,209696.55,3.72,0.18,5.26,2.73,2010/4/30,33739.53,0.6,25.96,17.67,32.1,14.33,55076
2318,久立特材,特种钢,浙江,48.1,8.16,8.42,387725.41,196365.59,165407.17,67242.1,0.8,0.199,3.11,3.09,2009/12/11,97262.92,1.16,-0.85,36.62,23.09,6.22,54522
300397,天和防务,通信设备,陕西,0,1.03,2.4,166787.16,109661.72,15840.55,52742.46,2.2,-0.205,4.9,5.39,2014/9/10,38317.9,1.6,266.1,-88.33,31.1,-36.4,27360
2594,比亚迪,汽车整车,深圳,25.93,8.5,27.28,14507078,7824008,3748320.75,2447181.25,8.97,1.88,18.79,2.56,2011/6/30,1623816,5.95,29.32,78.94,20.36,4.88,87639
665,湖北广电,影视音像,湖北,29.01,4.61,6.36,785463.94,62419.9,433331.44,346742.94,5.45,0.374,8.77,1.65,1996/12/10,134727.06,2.12,0.43,-13.49,45.16,14.09,23506
603069,海汽集团,公路,海南,75.92,0.79,3.16,174968.25,71922.17,43410.53,36073.4,1.14,0.21,3.22,5.27,2016/7/12,28742.11,0.91,0,0,21.71,6.39,39173
2758,华通医药,医药商业,浙江,94.17,0.79,1.4,105923.32,74645.05,9727.28,20910.95,1.49,0.287,3.95,6.83,2015/5/27,18277.8,1.31,3.12,-14.47,11.43,3.19,13701
851,高鸿股份,软件服务,贵州,96.99,5.2,6.32,775764.19,524559.69,10550.51,212274.22,3.36,0.13,4.86,2.53,1998/6/9,31510.18,0.5,16.82,-6.2,6.39,0.92,70000
300400,劲拓股份,专用机械,深圳,111.04,0.59,1.2,55607.81,47988.03,4703.01,8372.94,0.7,0.25,3.4,10.91,2014/10/10,18125.67,1.51,9.41,14.59,39.39,13.29,10861
2178,延华智能,建筑施工,上海,136.65,5.74,7.27,207754.02,146706.5,11324.1,32454.74,0.45,0.054,1.58,6.27,2007/11/1,10830,0.15,5.4,-23.66,19.7,5.58,90735
600557,康缘药业,中成药,江苏,27.41,4.42,6.16,457320.41,227606.55,174199.44,52043.3,0.84,0.475,4.97,3.5,2002/9/18,168831.56,2.74,6.52,1.63,75.28,12.88,27748
2410,广联达,软件服务,北京,54.72,8.66,11.19,297109.22,145632.06,36687.8,42450.89,0.38,0.204,2.45,6.1,2010/5/25,98948.31,0.88,42.8,98.61,95.12,18.2,41668
2357,富临运业,公路,四川,26.4,3.13,3.13,303377.97,33990.25,83060.71,18025.64,0.58,0.355,3.29,3.8,2010/2/10,45781.01,1.46,-7.02,-30.1,30.75,12.32,16000
2298,中电鑫龙,软件服务,安徽,63.87,3.92,7.04,609362.5,358454.16,75515.82,290238.06,4.12,0.16,6.49,1.93,2009/9/29,45564.45,0.65,125.35,412.67,34.6,9.33,60010
2290,中科新材,家用电器,江苏,133.82,1.52,2.43,190298.06,148043.2,23906.39,77525.31,3.19,0.13,4.96,4.04,2009/9/3,14377.3,0.59,-13.69,-9.65,16.26,3.79,18175
2374,丽鹏股份,建筑施工,山东,54.45,5.1,8.77,434806.56,223196.3,69739.13,114409.17,1.3,0.104,2.96,2.56,2010/3/18,35774.01,0.41,30.81,31.89,20.23,7.88,42626
2084,海鸥卫浴,家居用品,广东,55.21,4.05,4.56,195573.09,118795.6,47230.6,26294.15,0.58,0.137,2.54,3.98,2006/11/24,37137.85,0.81,1.81,39.06,21.88,4.84,37289
300498,温氏股份,农业综合,广东,9.89,28.38,43.5,3979928.5,1921961.63,1008968.88,571582.06,1.31,2.491,6.75,4.87,2015/11/2,1823671.25,4.19,27.62,124.94,30.77,24.83,43274
300491,通合科技,电气设备,河北,124.89,0.28,0.81,56546.3,36997.28,17024.06,24318.6,3,0.506,5.11,12.37,2015/12/31,11625.03,1.43,20.04,-3.98,40.35,18.43,15824
601208,东材科技,化工原料,四川,89.4,6.27,6.27,319480.5,114883.82,165859.77,117011.17,1.87,0.064,3.61,2.11,2011/5/20,35737.8,0.57,17.4,-34.13,21.26,3.33,41539
603899,晨光文具,文教休闲,上海,33.26,2.24,9.2,342689.34,240286.52,73102.68,27234.76,0.3,0.536,2.64,6.75,2015/1/27,103195.11,1.12,24.36,16.63,26.42,10.57,18946
603977,国泰集团,化工原料,江西,55.83,0.55,2.21,120298.11,49227.05,47510.55,35863.21,1.62,0.59,4.48,5.7,2016/11/11,35777.95,1.62,-2.32,4.05,46.87,21.39,35315
600330,天通股份,元器件,浙江,58.58,8.2,8.3,439588.84,208874.13,138865.47,261174.16,3.14,0.131,4.33,2.36,2001/1/18,7610.1,0.09,18.61,95.19,21.21,8.87,72477
600388,龙净环保,环境保护,福建,23.84,10.69,10.69,1424639.38,1250533.5,93133.07,47787.46,0.45,0.402,3.54,3.61,2000/12/29,202158.31,1.89,9.79,10.25,24.29,8.71,146160
636,风华高科,元器件,广东,65.93,8.13,8.95,668846.44,297610.97,174070.73,241320.3,2.7,0.155,5.03,2.03,1996/11/29,58430.45,0.65,43.04,125.03,20.04,5.01,65632
300010,立思辰,软件服务,北京,174.48,4.49,8.72,639910.88,266529.47,12408,388844.66,4.46,0.07,5.99,2.57,2009/10/30,44938.59,0.52,41.47,234.48,46.65,7.05,54116
35,中国天楹,环境保护,江苏,53.06,8.12,12.39,536523.56,66220.9,105010.56,94385.43,0.76,0.109,1.6,4.82,1994/4/8,64564.9,0.52,22.84,11.75,50.56,23.9,44175
517,荣安地产,区域地产,浙江,601.68,30.36,31.84,907905.63,806963.69,521.7,-169140.3,-0.53,0.006,1.11,4.62,1993/8/6,197247.81,0.62,118.64,37.72,22.39,2.76,56417
300244,迪安诊断,医疗保健,浙江,65.05,3.31,5.51,571751.38,257190.59,50735.73,86007.34,1.56,0.477,3.79,8.19,2011/7/19,67910.68,1.23,105.79,50.33,31.49,6.87,27492
600218,全柴动力,农用机械,安徽,40.22,3.69,3.69,341175.75,230378.97,78914.15,104427.4,2.83,0.257,5.09,2.03,1998/12/3,35341.46,0.96,4.37,23.19,13.74,3.18,24485
600103,青山纸业,造纸,福建,190.24,10.62,17.74,524511.94,329111.84,119709.4,134735.66,0.76,0.03,1.8,2.88,1997/7/3,-14041.02,-0.08,10.68,140.88,18.36,2.09,89210
600843,上工申贝,纺织机械,上海,40.73,3.05,5.49,354229.16,238384.91,36254.56,96901.71,1.77,0.287,3.52,4.42,1994/3/11,50781.28,0.93,22.56,2.08,29.05,7.69,60889
601218,吉鑫科技,机械基件,江苏,41.23,9.92,9.92,392255.16,282612.91,77988.81,58928.88,0.59,0.095,2.54,2.06,2011/5/6,82435.42,0.83,-10.01,1.63,26.44,7.97,66325
930,中粮生化,农业综合,安徽,89.29,9.64,9.64,587940.69,213658.8,229633.84,90302.13,0.94,0.11,1.6,8.2,1999/7/12,-52153.2,-0.54,-20.1,120.71,14.27,2.64,186590
600398,海澜之家,服饰,江苏,15.06,44.93,44.93,2437679.25,1875312.63,290406.59,201740.47,0.45,0.695,2.24,4.68,2000/12/28,577531,1.29,7.39,5.74,38.99,18.37,38728
600512,腾达建设,建筑施工,浙江,99.18,9.71,15.99,782091.94,598904.19,9981.24,257472.22,1.61,0.07,2.91,1.8,2002/12/26,29042.05,0.18,5.04,394.37,12.02,2.75,87105
2091,江苏国泰,商贸代理,江苏,49.04,5.3,12.08,422094.66,337382.56,39799.12,8110.93,0.07,0.201,3.35,3.91,2006/12/8,102161.81,0.85,19.19,31.42,14.72,4.23,48943
300026,红日药业,中成药,天津,24,22.39,30.11,728131.13,390026.59,107921.9,61373.46,0.2,0.219,1.97,2.67,2009/10/30,221712.05,0.74,15.49,23.11,75.4,17.03,68114
2359,齐星铁塔,钢加工,山东,0,4.17,4.17,180833.09,124763.01,43243.9,45576.28,1.09,-0.116,2.14,17.18,2010/2/10,-308.1,-0.01,42.11,-524.76,26.74,-5.15,13144
2530,丰东股份,专用机械,江苏,388.32,1.71,4.91,427711.06,222067.66,24265.96,295444.22,6.02,0.16,7.54,4.88,2010/12/31,22816.01,0.46,11.28,37.58,33.6,9.62,9779
300418,昆仑万维,互联网,北京,36.13,4.44,11.27,596839.75,143042.5,2380,94713,0.84,0.45,2.73,7.71,2015/1/21,127721.1,1.13,41.08,87.89,52.55,26.72,84442
2785,万里石,其他建材,福建,264.97,0.97,2,114998.32,89808.22,8474.07,17332.67,0.87,0.075,3.21,8.21,2015/12/23,25966.22,1.3,17.4,13.99,24.61,2.72,28608
300393,中来股份,塑料,江苏,61.15,0.77,1.83,273966.94,174572.73,27239.7,33471.5,1.83,0.679,5.15,10.76,2014/9/12,36230.71,1.98,96.4,79.56,31.07,13.88,7033
2569,步森股份,服饰,浙江,0,1.37,1.4,64842.11,50837.35,9910.32,31881.38,2.28,-0.199,3.5,15.81,2011/4/12,323.61,0.02,-17.33,-232.77,31.77,-11.36,6190
300509,新美星,专用机械,江苏,79.04,0.2,0.8,108469.77,92189.36,10381.88,30648.3,3.83,0.54,6.97,7.21,2016/4/25,15515.98,1.94,0,0,35.79,11.06,15875
2442,龙星化工,化工原料,河北,324.6,3.2,4.8,263024.06,119228.11,102421.15,41171.53,0.86,0.031,2.22,5.95,2010/7/6,14049.24,0.29,-0.36,146.4,19.69,1.1,13174
600223,鲁商置业,区域地产,山东,57.65,10.01,10.01,4252536,4170214,43263.01,29683.64,0.3,0.092,2.22,2.39,2000/1/13,82772,0.83,30.38,-17.89,14.61,1.21,30365
600970,中材国际,建筑施工,江苏,36.71,16.83,17.54,2779972,2200255.25,192086.81,103192.55,0.59,0.292,3.91,2.74,2005/4/12,364412.56,2.08,-15.88,-23.02,12.24,2.69,64304
603800,道森股份,专用机械,江苏,0,0.68,2.08,114830.15,79084.06,26743,49798.3,2.39,-0.185,4.46,7.22,2015/12/10,19705.48,0.95,-42.27,-221.25,8.57,-14,15000
300155,安居宝,元器件,广东,330.52,2.74,5.43,143475.8,103472.36,22536.81,35752.48,0.66,0.025,2.08,5.21,2011/1/7,18011.01,0.33,4.5,-55.16,40.58,2.51,26200
600969,郴电国际,水力发电,湖南,37.61,2.64,2.64,1029237.5,399307.22,417895.5,234206.59,8.86,0.325,11.94,1.37,2004/4/8,49053.1,1.86,12.68,-8.7,16.93,4.48,17612
600269,赣粤高速,路桥,江西,12.25,23.35,23.35,3201786.75,385368.16,2321582.25,183825.77,0.79,0.444,6.08,0.89,2000/5/18,758067.88,3.25,-17.21,45.69,37.62,22.78,104483
600854,春兰股份,家用电器,江苏,87.12,5.19,5.19,234106.95,102761.68,35180.6,153354.7,2.95,0.07,3.77,2.17,1994/4/25,-61519.48,-1.18,-18.85,532.18,7.61,24.17,33312
2811,亚泰国际,装修装饰,深圳,76.99,0.45,1.8,236294,211036.2,1598.68,61710.43,3.43,0.46,6.76,5.25,2016/9/8,37842.68,2.1,0,0,17.3,4.82,36146
300403,地尔汉宇,家用电器,广东,40.09,0.59,1.34,148682.59,100861.25,19928.35,64226.05,4.79,1.43,10,5.73,2014/10/30,48720.87,3.64,8.89,29.61,41.91,25.27,14053
2117,东港股份,广告包装,山东,55.01,3.64,3.64,193638.81,109304.67,59465.98,37918.1,1.04,0.41,3.99,7.52,2007/3/2,55559.73,1.53,12.72,1.05,41.14,14.82,16573
300049,福瑞股份,中成药,内蒙,71.32,2.26,2.63,219923.34,131476.02,9963.08,76854.61,2.92,0.203,5.22,3.69,2010/1/20,28300.95,1.08,24.76,18.48,71.57,10.11,18378
603311,金海环境,专用机械,浙江,64.78,0.93,2.1,82115.9,54905.38,14581.47,21042.28,1,0.287,3.09,8.03,2015/5/18,21366.5,1.02,15.53,45.24,35.06,16.53,21101
898,鞍钢股份,普钢,辽宁,24.71,61.49,72.35,8806900,2567600,4906500,3151900,4.36,0.223,6.2,0.89,1997/12/25,248400,0.34,9.71,135.18,13.3,2.79,113793
2577,雷柏科技,电脑设备,深圳,480.28,2.81,2.83,130860.72,81486.1,29167.21,97474.21,3.44,0.063,4.11,7.4,2011/4/28,-11081.53,-0.39,14.81,106.91,26.32,3.12,34154
2124,天邦股份,饲料,浙江,18.8,3.48,7.73,228077.55,101508.4,67469.56,4534.51,0.06,0.442,2.16,5.13,2007/4/3,65279.75,0.84,6.77,553.51,33.54,19.05,30894
300075,数字政通,软件服务,北京,88.28,2.69,3.95,185701.97,120037.71,5467.22,50855.25,1.29,0.142,3.55,4.69,2010/4/27,43655.34,1.1,38.41,32.18,45.73,13.37,40661
2458,益生股份,农业综合,山东,16.56,1.62,3.34,193706.09,36840.32,95389.61,98098.9,2.94,1.7,4.41,6.33,2010/8/10,10275.75,0.31,166.62,240.32,44.95,34.89,25044
600386,北巴传媒,公共交通,北京,48.01,4.03,4.03,363940.88,221510.02,48435.5,64696.73,1.6,0.292,4.37,3.21,2001/2/16,48931.3,1.21,16.11,-19.43,20.49,3.37,30809
2224,三 力 士,橡胶,浙江,40.94,4.66,6.58,177185.81,112434.9,41943.35,11717.32,0.18,0.343,2.42,5.81,2008/4/25,70256.67,1.07,-10.25,-8.55,43.2,27.02,84240
2237,恒邦股份,黄金,山东,39.47,8.16,9.1,1189449.88,785430.13,314283.28,98226.96,1.08,0.214,4.05,2.78,2008/5/20,171242.02,1.88,13.76,16.31,5.91,1.67,79757
300436,广生堂,化学制药,福建,102.33,0.56,1.42,70066.63,46054.39,11407.38,23508.2,1.66,0.468,3.89,12.3,2015/4/22,19747.14,1.39,1.28,-35.83,86.95,21.23,13851
300225,金力泰,染料涂料,上海,94.62,4.67,4.7,115714.86,80093.11,31277.9,2514.41,0.05,0.149,1.85,7.65,2011/5/31,29406.88,0.63,12.5,1.44,29.25,8.89,19514
2386,天原集团,化工原料,四川,103.55,6.72,6.72,1422792.88,427677.56,623620.13,185366.23,2.76,0.082,6.05,1.4,2010/4/9,128383.71,1.91,16.8,237,7.39,0.44,56673
2775,文科园林,建筑施工,深圳,40.32,1.14,2.48,217477.52,191210.59,2391.75,52188.14,2.1,0.58,4.96,4.57,2015/6/29,47822.9,1.93,45.05,44,20.87,9.2,23456
715,中兴商业,百货,辽宁,44.65,2.79,2.79,212819.7,100479.07,68978.68,31671.8,1.14,0.318,4.36,3.26,1997/5/8,48378.21,1.73,-11.85,26.91,19.39,3.63,15256
600883,博闻科技,水泥,云南,112.94,2.36,2.36,70542.57,37112.95,1442.4,540.67,0.02,0.095,2.77,5.14,1995/12/8,26361.4,1.12,4.69,-81.22,-16.07,224.58,13054
600023,浙能电力,火力发电,浙江,9.95,136.01,136.01,10520352,2495662,5310620.5,2385238,1.75,0.43,4.26,1.34,2013/12/19,1658227.5,1.22,0,3.82,26.1,20.36,252233
300316,晶盛机电,专用机械,浙江,81.25,9.2,9.85,263152.19,146186.23,44379.15,35549.7,0.36,0.132,2.16,6.6,2012/5/11,61647.83,0.63,72.47,80.32,36.66,19.3,30542
600623,华谊集团,汽车配件,上海,67.08,9.34,21.17,3459739.25,1556458.25,1167624,897011.88,4.24,0.128,7.57,1.51,1992/12/4,455800,2.15,15.13,-40.82,6.43,0.91,55446
300147,香雪制药,中成药,广东,114.61,6.6,6.61,798872.69,298080.94,154443.41,213430.3,3.23,0.1,5.13,2.23,2010/12/15,50941.15,0.77,27.14,-62.76,31.58,3.55,32942
2046,轴研科技,机械基件,河南,402.3,3.41,3.54,234025.05,99600.9,64724.93,82103.93,2.32,0.036,3.86,3.71,2005/5/26,13605.4,0.38,0.6,107.05,26.61,2.95,38824
2729,好利来,元器件,福建,277.34,0.18,0.67,42416.4,16137.8,19255.42,17834.05,2.67,0.226,5.95,14.03,2014/9/12,13258.75,1.99,-4.86,-25.58,39.2,13.15,7602
603861,白云电器,电气设备,广东,116.51,1.21,4.09,260312.95,162975.48,55917.03,34267.19,0.84,0.17,4.42,5.88,2016/3/22,91669.77,2.24,0,0,28.29,8.54,31932
598,兴蓉环境,水务,四川,19.74,29.86,29.86,1691933.63,272729.13,630583.19,177996.69,0.6,0.293,3,1.93,1996/5/29,397727.94,1.33,-0.14,6,41.95,28.58,177686
695,滨海能源,供气供热,天津,830.08,2.22,2.22,113505.88,42517.1,67503.67,7612.75,0.34,0.017,1.48,9.83,1997/2/18,852.17,0.04,-0.47,13.31,0.6,0.64,15325
2456,欧菲光,元器件,深圳,54.42,10.28,10.86,2160265,1404645.75,429720.31,322199.03,2.97,0.55,6.49,5.83,2010/8/3,246933.27,2.27,43.22,60.32,11.02,2.98,48820
2308,威创股份,电脑设备,广东,77.72,8.36,8.47,299219.88,107243.61,44751.85,65626.43,0.77,0.14,2.68,5.43,2009/11/27,70096.8,0.83,23.54,156.67,57.55,15.88,40850
300565,科信技术,通信设备,深圳,70.08,0.4,1.6,87290.11,78041.32,1163.55,2757.06,0.17,0.344,3.3,9.75,2016/11/22,22881.7,1.43,0,0,36.02,10.82,29142
2487,大金重工,钢加工,辽宁,66.42,5.4,5.4,257487.55,166892.44,41349.85,76019.75,1.41,0.132,3.15,2.78,2010/10/15,35728.71,0.66,20.58,-22.97,21.99,7.43,47307
600096,云天化,农药化肥,云南,0,11.22,13.21,6772434.5,3119562.75,2517141,553137.06,4.19,-2.57,2.94,3,1997/7/9,-333016.22,-2.52,4.71,-3419.93,6.76,-6.38,46664
2424,贵州百灵,中成药,贵州,51.73,7.32,14.11,423595.66,321104,60460.16,15096.61,0.11,0.342,2.14,8.26,2010/6/3,125104.22,0.89,16.59,17.25,64.37,21.78,62764
600516,方大炭素,矿物制品,甘肃,145.06,17.19,17.19,829552.31,546925.94,150320.16,167132.13,0.97,0.046,3.4,2.6,2002/8/30,218686.25,1.27,-4.91,427.62,22.97,4.61,185403
300422,博世科,环境保护,广西,100.72,0.7,1.42,229756.59,130750.9,9715.85,67436.56,4.74,0.49,7,6.34,2015/2/17,20125.95,1.41,64.26,45.79,27.19,7.56,17094
600515,海航基础,百货,海南,53.03,4.23,39.08,7992293,3886211.25,671758.19,1078603.25,2.76,0.168,6.03,1.97,2002/8/6,153185.81,0.39,-9.22,145.92,32.3,12.32,30593
2603,以岭药业,中成药,河北,39.63,9.03,12.04,625045.25,252622.05,246523.55,170300.11,1.42,0.48,4.72,3.79,2011/7/28,229003.05,1.9,19.95,25.91,66.29,14.19,43868
966,长源电力,火力发电,湖北,9.3,11.08,11.08,931169.38,122643.22,668819.69,95768.46,0.86,0.48,3.25,1.83,2000/3/16,144681.52,1.31,-13.83,-31.62,26.54,13.7,53916
603222,济民制药,化学制药,浙江,116.59,1.13,3.2,92242.53,48885.28,16796.25,19973.96,0.62,0.128,2.35,6.35,2015/2/17,20914.42,0.65,0.4,-20.97,45.45,9.08,22960
300187,永清环保,环境保护,湖南,73.87,5.95,6.49,282999.69,173611.13,11027.3,38357.48,0.59,0.122,2.15,5.55,2011/3/8,36833.98,0.57,63.05,1.18,20.15,8.23,23912
600697,欧亚集团,百货,吉林,18.88,1.55,1.59,1739718.75,612052.38,847806.13,29804,1.87,1.309,16.44,2,1993/12/6,146917.91,9.24,2.52,1.72,20.02,2.17,17536
300059,东方财富,互联网,上海,74.68,26.48,35.58,2698587,2164635.75,178067.2,682716.19,1.92,0.21,3.6,4.16,2010/3/19,217475.95,0.61,-58.88,-61.39,73.15,59.33,193235
603099,长白山,旅游服务,吉林,67.5,1.03,2.67,111502.47,25267.21,73289.24,28555.84,1.07,0.267,3.38,5.33,2014/8/22,29380.26,1.1,-3.65,-29.28,51.41,23.17,20049
600111,北方稀土,小金属,内蒙,960.97,36.33,36.33,1580087.63,1078247.13,220969.34,15597.85,0.04,0.009,2.27,5.34,1997/9/24,333406.81,0.92,-20.64,-88.61,20.03,0.96,311564
300043,星辉娱乐,文教休闲,广东,22.83,7.89,12.44,509415.69,128499.63,100147.11,6789.27,0.05,0.298,1.82,4.99,2010/1/20,93780.07,0.75,43.96,49.76,35.21,22.63,69685
902,新洋丰,农药化肥,湖北,16.7,12.34,13.15,751391.94,381405.28,229778.72,68998.71,0.52,0.408,3.92,2.32,1999/4/8,299062.25,2.27,-16.51,-14.38,16.84,7.96,20701
600313,农发种业,种植业,北京,313.43,9.94,10.82,417044.19,253008.97,70882.53,47319.3,0.44,0.015,1.6,3.8,2001/1/19,16426.42,0.15,5.23,12.71,5.55,0.54,30766
300058,蓝色光标,广告包装,北京,30.5,16,21.42,1651334.5,769093.31,13512.57,147289.48,0.69,0.25,2.33,3.92,2010/2/26,155612.84,0.73,42.29,143.4,23.29,5.83,68479
757,浩物股份,汽车配件,四川,157.35,3.66,4.52,99601.43,59659.73,27464.4,83475.13,1.85,0.058,1.27,7.23,1997/6/27,-78145.2,-1.73,9.68,75.07,30.32,5.08,40832
2225,濮耐股份,其他建材,河南,63.39,5.9,8.81,502369,356586.63,66029.53,97142.15,1.1,0.072,2.95,2.07,2008/4/25,67635.05,0.77,-19.97,-48.91,30.67,3.68,39642
720,新能泰山,火力发电,山东,0,8.63,8.63,535460.69,99973.18,356548.03,29644.13,0.34,-0.077,1.02,6.04,1997/5/9,-42894.75,-0.5,-24.52,-182.63,12.5,-2.68,102250
600705,中航资本,多元金融,黑龙江,23.75,74.65,89.76,15990702,9122681,525052.75,408169.31,0.45,0.259,2.48,2.48,1996/5/16,503516.44,0.56,28.13,0.51,55.43,55.34,249914
600288,大恒科技,软件服务,北京,0,4.37,4.37,296090.41,195758.3,35400.09,18708.6,0.43,-0.01,3.37,3.66,2000/11/29,72912.93,1.67,1.35,-151.67,22.83,-0.26,54365
600287,江苏舜天,商贸代理,江苏,85.88,4.37,4.37,441329.19,233401.66,32042.22,19345.4,0.44,0.108,4.77,1.94,2000/9/1,49904.65,1.14,-18.66,-38.34,10.99,0.99,38759
2686,亿利达,专用机械,浙江,56.96,2.82,4.43,166632,89050.57,43245.46,11634.26,0.26,0.29,2.35,6.56,2012/7/3,41819.48,0.94,23.41,24.59,35.4,12.14,15862
2763,汇洁股份,服饰,深圳,30.93,0.65,2.16,196807.73,126634.01,48139.2,80209.46,3.71,0.747,7.41,4.16,2015/6/10,52290.34,2.42,7.51,-3.92,69.31,10.85,19830
600860,*ST京城,专用机械,北京,0,3.22,4.22,184990.88,76242.25,84190,68380.31,1.62,-0.353,1.34,6.91,1994/5/6,-58866.18,-1.39,-17.38,28.4,11.02,-16.73,23121
600343,航天动力,航空,陕西,465.89,6.38,6.38,435503.94,324675.06,76021.36,118932.22,1.86,0.046,3.44,6.3,2003/4/8,31688.6,0.5,19.98,-40.55,11.35,1.64,78906
166,申万宏源,证券,新疆,22.99,71.85,200.57,27548924,0,134391.55,444494.59,0.22,0.27,2.61,2.38,2015/1/26,1665316.38,0.83,-51.68,-55.5,0,36.75,331418
2469,三维工程,建筑施工,山东,398.18,4.63,5.03,152632.52,131812.38,12303.46,15171.95,0.3,0.023,2.35,3.97,2010/9/8,45684.35,0.91,-44.03,-90.64,27.52,3.36,32827
601519,大智慧,软件服务,上海,0,19.88,19.88,228051.66,135943.27,6917.8,112529.52,0.57,-0.376,0.98,6.31,2011/1/28,-121786.63,-0.61,19.32,-457.71,69.72,-144.66,161704
603779,威龙股份,红黄药酒,山东,160.79,0.5,2,144937.38,92808.13,27016.08,14475.42,0.72,0.17,3.76,8.26,2016/5/16,37026.64,1.85,0,0,58.58,5.61,28231
2788,鹭燕医药,医药商业,福建,57.08,0.74,1.28,390622.09,339576.63,33135.07,65008.7,5.07,0.65,10.4,4.49,2016/2/18,51464.21,4.02,7.55,2.71,7.41,1.49,26054
300195,长荣股份,轻工机械,天津,44.47,1.71,3.37,351267.19,160486.06,53794.01,146488.81,4.34,0.263,7.19,2.17,2011/3/29,55779.83,1.65,1.23,-24.94,36.17,11.23,20571
600642,申能股份,火力发电,上海,11.73,45.52,45.52,5182987,1060393.63,2028723.25,322498.03,0.71,0.4,5.44,1.15,1993/4/16,480688.44,1.06,-7.08,-8.1,10.08,9.05,184965
600352,浙江龙盛,染料涂料,浙江,16.12,30.6,32.53,3661107.25,2282365.75,483252.34,154465.52,0.47,0.437,4.66,2.02,2003/8/1,944680.88,2.9,-22.75,-38.85,36.79,15.64,164279
2317,众生药业,中成药,广东,25.24,4.92,8.15,417766.31,215640.59,49096.9,142222.34,1.75,0.41,4.03,3.11,2009/12/11,95722.35,1.17,8.38,37.78,69.94,24.52,33559
603016,新宏泰,电气设备,江苏,78.3,0.37,1.48,92116.24,71647.63,11197.19,27593.13,1.86,0.4,5.39,6.4,2016/7/1,33594.65,2.27,0,0,42.68,17.24,22589
630,铜陵有色,铜,安徽,262.98,95.6,105.27,4091179.25,1929518,1510598.88,72429.96,0.07,0.009,1.46,2.17,1996/11/20,265758.13,0.25,-4.92,-47.67,3.25,0.15,452309
601595,上海电影,影视音像,上海,54.94,0.94,3.74,258900.3,173048.77,21620.34,82026.93,2.2,0.6,5,6.98,2016/8/17,61055.95,1.63,0,0,33.6,23.57,50907
300396,迪瑞医疗,医疗保健,吉林,43.03,0.47,1.53,185835.31,74304.34,31800.05,40995.37,2.67,0.816,7.12,4.93,2014/9/10,47744.2,3.11,33.73,15.57,62.61,16.49,10458
300555,路通视信,通信设备,江苏,77.46,0.2,0.8,53344.86,43758.18,565.17,2844.84,0.36,0.66,3.81,13.42,2016/10/18,19565.47,2.45,0,0,33.27,14.57,15800
300357,我武生物,生物制药,浙江,41.96,0.93,1.62,66310.25,52191.55,8114.9,18170.96,1.12,0.635,3.89,9.12,2014/1/21,24771.05,1.53,17.91,12.39,95.96,43.02,11134
600300,维维股份,软饮料,江苏,155.46,16.72,16.72,839824.13,445724.59,231396.25,20309.2,0.12,0.042,1.59,4.1,2000/6/30,60672.8,0.36,14.81,-30.91,28.61,1.57,68116
